driver_id,month,y_true,score
DRV00119,2024-05-01,1,0.8334423734145113
DRV00119,2024-06-01,1,0.8257695195810647
DRV00119,2024-07-01,0,0.7444214038426834
DRV00119,2024-08-01,0,0.6649988960854071
DRV00119,2024-09-01,1,0.5020917764660907
DRV00120,2024-04-01,0,0.19487151288448312
DRV00120,2024-05-01,0,0.24468741215074044
DRV00120,2024-06-01,0,0.1810570713158561
DRV00120,2024-07-01,0,0.1549142101998728
DRV00120,2024-08-01,0,0.14844832498007968
DRV00120,2024-09-01,0,0.1641499611366057
DRV00121,2024-04-01,0,0.5004235385391558
DRV00121,2024-05-01,0,0.3633392136757507
DRV00121,2024-06-01,0,0.23443527731247799
DRV00121,2024-07-01,0,0.242546666580555
DRV00121,2024-08-01,0,0.35594754179026217
DRV00121,2024-09-01,0,0.3751207363236215
DRV00122,2024-04-01,1,0.1714402966565086
DRV00122,2024-05-01,1,0.22860513026966048
DRV00122,2024-06-01,1,0.7400156776220562
DRV00122,2024-07-01,0,0.5518473965600447
DRV00122,2024-08-01,0,0.5105071553277242
DRV00122,2024-09-01,0,0.28773476297840134
DRV00123,2024-04-01,0,0.21755251016716015
DRV00123,2024-05-01,0,0.15446417714226368
DRV00123,2024-06-01,0,0.22027832386927756
DRV00123,2024-07-01,0,0.26670325697685665
DRV00123,2024-08-01,0,0.2899059269276278
DRV00123,2024-09-01,0,0.1711190048645159
DRV00124,2024-04-01,0,0.148291768551548
DRV00124,2024-05-01,0,0.11545248665520953
DRV00124,2024-06-01,0,0.11727820951870928
DRV00124,2024-07-01,0,0.1308037269439819
DRV00124,2024-08-01,0,0.18255099379080175
DRV00124,2024-09-01,0,0.24732732110232455
DRV00125,2024-04-01,0,0.23365926509144175
DRV00125,2024-05-01,0,0.20450578943948794
DRV00125,2024-06-01,0,0.19997280829288885
DRV00125,2024-07-01,0,0.16467126897052836
DRV00125,2024-08-01,0,0.1065440146809934
DRV00125,2024-09-01,0,0.11324326923532133
DRV00126,2024-04-01,0,0.16676252369594366
DRV00126,2024-05-01,0,0.12627629958660105
DRV00126,2024-06-01,0,0.1858501046409132
DRV00126,2024-07-01,0,0.15489592385636672
DRV00126,2024-08-01,0,0.1570829241854035
DRV00126,2024-09-01,0,0.12508267373810542
DRV00127,2024-04-01,0,0.11607132955693909
DRV00127,2024-05-01,0,0.14938412569099332
DRV00127,2024-06-01,0,0.15247024915097135
DRV00127,2024-07-01,0,0.21120797489639317
DRV00127,2024-08-01,1,0.18883285575471578
DRV00127,2024-09-01,1,0.1656681271297438
DRV00128,2024-04-01,0,0.19417693568675629
DRV00128,2024-05-01,0,0.11093426568055861
DRV00128,2024-06-01,0,0.1105394893852069
DRV00128,2024-07-01,0,0.12897628256577018
DRV00128,2024-08-01,0,0.16553095948713598
DRV00128,2024-09-01,0,0.12658754654693222
DRV00129,2024-04-01,1,0.8176670590622082
DRV00129,2024-05-01,0,0.6320872930463329
DRV00129,2024-06-01,0,0.554602665238922
DRV00129,2024-07-01,0,0.358654645510216
DRV00129,2024-08-01,0,0.34695792679323334
DRV00129,2024-09-01,0,0.2906074642552306
DRV00130,2024-04-01,0,0.2279442819274298
DRV00130,2024-05-01,0,0.2367992624366049
DRV00130,2024-06-01,0,0.22290499952274434
DRV00130,2024-07-01,0,0.20090833744089753
DRV00130,2024-08-01,0,0.20756064347109296
DRV00130,2024-09-01,0,0.2793447560641329
DRV00132,2024-04-01,1,0.8319742619893069
DRV00132,2024-05-01,1,0.6596750231779939
DRV00132,2024-06-01,1,0.5442747721284062
DRV00132,2024-07-01,1,0.8421095201409818
DRV00132,2024-08-01,0,0.7264252904294184
DRV00132,2024-09-01,0,0.6554559036560332
DRV00133,2024-04-01,1,0.7637003095294793
DRV00133,2024-05-01,0,0.6911116965073382
DRV00133,2024-06-01,0,0.5432338428303338
DRV00133,2024-07-01,0,0.27777259837832
DRV00133,2024-08-01,0,0.36605273568997276
DRV00133,2024-09-01,0,0.2978600827265985
DRV00134,2024-04-01,0,0.20829539795196747
DRV00134,2024-05-01,0,0.19081683507709216
DRV00134,2024-06-01,0,0.18316295945468503
DRV00134,2024-07-01,0,0.26711875810731467
DRV00134,2024-08-01,0,0.2553697283332576
DRV00134,2024-09-01,0,0.20661409359620256
DRV00138,2024-04-01,0,0.2745429600856487
DRV00138,2024-05-01,0,0.19774299892701797
DRV00138,2024-06-01,0,0.1960230187473473
DRV00138,2024-07-01,1,0.2896112793950008
DRV00138,2024-08-01,1,0.1965065023025177
DRV00138,2024-09-01,1,0.8135036289658624
DRV00139,2024-04-01,1,0.3483701997571057
DRV00139,2024-05-01,1,0.20690055317821285
DRV00139,2024-06-01,1,0.8055118574619631
DRV00139,2024-07-01,0,0.6322412847716441
DRV00139,2024-08-01,0,0.630868069354821
DRV00139,2024-09-01,0,0.3005162126385804
DRV00141,2024-04-01,0,0.3456894126666196
DRV00141,2024-05-01,0,0.23291813706407039
DRV00141,2024-06-01,0,0.2367849493096144
DRV00141,2024-07-01,0,0.2558843413074435
DRV00141,2024-08-01,1,0.23611882209653842
DRV00141,2024-09-01,1,0.2629524108959035
DRV00142,2024-04-01,0,0.10903116054465753
DRV00142,2024-05-01,0,0.20540821570612555
DRV00142,2024-06-01,0,0.14233046744881145
DRV00142,2024-07-01,0,0.18437106939220463
DRV00142,2024-08-01,0,0.1820994285998249
DRV00142,2024-09-01,0,0.1400315369618955
DRV00143,2024-04-01,0,0.580264528297931
DRV00143,2024-05-01,0,0.381448478276908
DRV00143,2024-06-01,0,0.2940849411936093
DRV00143,2024-07-01,0,0.22987917133053873
DRV00143,2024-08-01,0,0.2698706382586788
DRV00143,2024-09-01,0,0.27810038166687423
DRV00144,2024-04-01,0,0.1936433289322749
DRV00144,2024-05-01,0,0.23225937078568623
DRV00144,2024-06-01,0,0.24726100848839028
DRV00144,2024-07-01,0,0.1658709568607527
DRV00144,2024-08-01,0,0.1623953633532445
DRV00144,2024-09-01,0,0.11034296736146945
DRV00145,2024-04-01,0,0.16437362648104129
DRV00145,2024-05-01,0,0.20704052909588602
DRV00145,2024-06-01,0,0.1564846501904585
DRV00145,2024-07-01,0,0.13822404312570735
DRV00145,2024-08-01,0,0.14312555908540558
DRV00145,2024-09-01,0,0.14846164747557108
DRV00146,2024-04-01,0,0.17188510827450393
DRV00146,2024-05-01,0,0.17671349203709893
DRV00146,2024-06-01,0,0.15738705692009858
DRV00146,2024-07-01,0,0.14881873640340354
DRV00146,2024-08-01,0,0.22678491399658132
DRV00146,2024-09-01,0,0.13566337656121358
DRV00147,2024-04-01,0,0.1845872880150854
DRV00147,2024-05-01,0,0.17552098414385078
DRV00147,2024-06-01,0,0.2495179224510175
DRV00147,2024-07-01,0,0.21527849378031616
DRV00147,2024-08-01,1,0.2408630949052501
DRV00147,2024-09-01,1,0.17774112158041844
DRV00148,2024-04-01,0,0.33497606297887006
DRV00148,2024-05-01,0,0.30824258763896867
DRV00148,2024-06-01,0,0.18281828791142568
DRV00148,2024-07-01,0,0.21578639280544823
DRV00148,2024-08-01,0,0.23416084049755367
DRV00148,2024-09-01,0,0.2437071677655699
DRV00149,2024-04-01,0,0.29514130988569315
DRV00149,2024-05-01,0,0.19818036559203048
DRV00149,2024-06-01,0,0.248764394331942
DRV00149,2024-07-01,0,0.24410210107285604
DRV00149,2024-08-01,0,0.25426422264438914
DRV00149,2024-09-01,0,0.24953695867603823
DRV00150,2024-04-01,0,0.2997708647217004
DRV00150,2024-05-01,0,0.2315930301699964
DRV00150,2024-06-01,0,0.15224748687023693
DRV00150,2024-07-01,0,0.2583500384888569
DRV00150,2024-08-01,0,0.19873914135645057
DRV00150,2024-09-01,0,0.2741263020676553
