driver_id,month,y_true,score
DRV00017,2024-09-01,0,0.24670136277008306
DRV00018,2024-04-01,1,0.1499419044998676
DRV00018,2024-05-01,1,0.26788634854636145
DRV00018,2024-06-01,1,0.7727348590490665
DRV00018,2024-07-01,0,0.6042755857702464
DRV00018,2024-08-01,0,0.4852986036805227
DRV00018,2024-09-01,0,0.3688776745450141
DRV00019,2024-04-01,0,0.17945406778954262
DRV00019,2024-05-01,0,0.10629603536996975
DRV00019,2024-06-01,0,0.10799657146488012
DRV00019,2024-07-01,0,0.2193216067882952
DRV00019,2024-08-01,0,0.18192196982651782
DRV00019,2024-09-01,0,0.17727888746423018
DRV00020,2024-04-01,0,0.21530320784728088
DRV00020,2024-05-01,0,0.18168882020999047
DRV00020,2024-06-01,0,0.1460585507162362
DRV00020,2024-07-01,0,0.126448046727196
DRV00020,2024-08-01,0,0.12246388598082097
DRV00020,2024-09-01,0,0.23916000359443823
DRV00022,2024-04-01,0,0.11750980945774085
DRV00022,2024-05-01,0,0.25675259452509763
DRV00022,2024-06-01,0,0.16384364974785992
DRV00022,2024-07-01,0,0.21914165932789564
DRV00022,2024-08-01,0,0.17434544103487482
DRV00022,2024-09-01,0,0.23864482045653243
DRV00023,2024-04-01,0,0.16784975242748434
DRV00023,2024-05-01,0,0.14457180974027192
DRV00023,2024-06-01,0,0.13169741299889717
DRV00023,2024-07-01,0,0.11055163069410683
DRV00023,2024-08-01,0,0.17385902859914068
DRV00023,2024-09-01,0,0.15194531474139641
DRV00024,2024-04-01,0,0.17796049194757926
DRV00024,2024-05-01,0,0.1896619252283906
DRV00024,2024-06-01,0,0.23679042614351165
DRV00024,2024-07-01,0,0.13357570407544903
DRV00024,2024-08-01,0,0.2681157363099879
DRV00024,2024-09-01,0,0.21657371834517533
DRV00025,2024-04-01,0,0.14526091899486532
DRV00025,2024-05-01,0,0.18458621636913028
DRV00025,2024-06-01,0,0.1708861882048911
DRV00025,2024-07-01,0,0.12832147451972362
DRV00025,2024-08-01,0,0.1687588769920429
DRV00025,2024-09-01,0,0.207425738624344
DRV00026,2024-04-01,0,0.27545022851668727
DRV00026,2024-05-01,0,0.16560005835176572
DRV00026,2024-06-01,0,0.171411817837202
DRV00026,2024-07-01,0,0.15568163328707252
DRV00026,2024-08-01,0,0.22397610551114758
DRV00026,2024-09-01,0,0.11846731523675946
DRV00028,2024-04-01,0,0.24387066172158534
DRV00028,2024-05-01,0,0.20481403224534714
DRV00028,2024-06-01,0,0.2085144201729401
DRV00028,2024-07-01,0,0.1408674504238412
DRV00028,2024-08-01,1,0.20716270358277025
DRV00028,2024-09-01,1,0.19062103677520126
DRV00029,2024-04-01,0,0.19502612576752906
DRV00029,2024-05-01,0,0.23442166083136734
DRV00029,2024-06-01,0,0.1643522213379485
DRV00029,2024-07-01,0,0.20740692881211503
DRV00029,2024-08-01,0,0.19456225881562955
DRV00029,2024-09-01,0,0.17499258761807665
DRV00030,2024-04-01,0,0.15900996833653389
DRV00030,2024-05-01,0,0.12787901729350526
DRV00030,2024-06-01,0,0.19505885576096163
DRV00030,2024-07-01,0,0.2150346211037835
DRV00030,2024-08-01,0,0.1684466854070119
DRV00030,2024-09-01,0,0.15553674424824268
DRV00032,2024-04-01,0,0.15987947724389542
DRV00032,2024-05-01,0,0.21193938296491585
DRV00032,2024-06-01,0,0.25806285157979575
DRV00032,2024-07-01,0,0.1919735552014136
DRV00032,2024-08-01,0,0.2616964966641139
DRV00032,2024-09-01,0,0.15683406988815826
DRV00033,2024-04-01,0,0.5803654644125814
DRV00033,2024-05-01,0,0.494658006210434
DRV00033,2024-06-01,0,0.25070094407926624
DRV00033,2024-07-01,0,0.372310832320138
DRV00033,2024-08-01,0,0.21043327172535942
DRV00033,2024-09-01,0,0.23330970617756908
DRV00034,2024-04-01,0,0.18512592568399358
DRV00034,2024-05-01,0,0.1576980000523891
DRV00034,2024-06-01,0,0.1094533832271692
DRV00034,2024-07-01,0,0.17007402668816687
DRV00034,2024-08-01,0,0.18343007790441448
DRV00034,2024-09-01,0,0.16601445470713547
DRV00035,2024-04-01,0,0.2763787078277771
DRV00035,2024-05-01,0,0.12229902883725662
DRV00035,2024-06-01,0,0.10632328403851506
DRV00035,2024-07-01,0,0.13093370362152024
DRV00035,2024-08-01,0,0.3470016635456239
DRV00035,2024-09-01,0,0.16573435968974284
DRV00036,2024-04-01,0,0.15689865179621965
DRV00036,2024-05-01,0,0.27112721728331823
DRV00036,2024-06-01,0,0.22678846976803693
DRV00036,2024-07-01,1,0.20514845408308735
DRV00036,2024-08-01,1,0.17977662689307
DRV00036,2024-09-01,1,0.823633535748173
DRV00037,2024-04-01,0,0.30343881418755414
DRV00037,2024-05-01,0,0.34332990063190655
DRV00037,2024-06-01,0,0.2957162170985345
DRV00037,2024-07-01,0,0.234913651254102
DRV00037,2024-08-01,0,0.2332701857054995
DRV00037,2024-09-01,0,0.2597592518821356
DRV00038,2024-04-01,1,0.28268431318222587
DRV00038,2024-05-01,1,0.8635676175252985
DRV00038,2024-06-01,0,0.7327022616867227
DRV00038,2024-07-01,0,0.6113428077316947
DRV00038,2024-08-01,0,0.4052547088431832
DRV00038,2024-09-01,0,0.3137076086398513
DRV00039,2024-04-01,0,0.23014912398630938
DRV00039,2024-05-01,0,0.26312919265126855
DRV00039,2024-06-01,0,0.23511662502170036
DRV00039,2024-07-01,0,0.21407947614670564
DRV00039,2024-08-01,0,0.2497659979205421
DRV00039,2024-09-01,0,0.2802074828373189
DRV00041,2024-04-01,0,0.29528838496031673
DRV00041,2024-05-01,0,0.16583554515125912
DRV00041,2024-06-01,0,0.2968460287752217
DRV00041,2024-07-01,0,0.12483316426246427
DRV00041,2024-08-01,0,0.21005854992947248
DRV00041,2024-09-01,0,0.2829571635352617
DRV00043,2024-04-01,0,0.22159576584399668
DRV00043,2024-05-01,0,0.1945637004012152
DRV00043,2024-06-01,0,0.21046999711284753
DRV00043,2024-07-01,1,0.25451924546724347
DRV00043,2024-08-01,1,0.13784144899412507
DRV00043,2024-09-01,1,0.8026788550351303
DRV00044,2024-04-01,0,0.20476928025548427
DRV00044,2024-05-01,0,0.23004472559628536
DRV00044,2024-06-01,0,0.21344641915375057
DRV00044,2024-07-01,0,0.27934009531410525
DRV00044,2024-08-01,0,0.25995261843268486
DRV00044,2024-09-01,0,0.15994687261413576
DRV00045,2024-04-01,0,0.294403966548871
DRV00045,2024-05-01,0,0.1972057276298552
DRV00045,2024-06-01,0,0.1643022112354346
DRV00045,2024-07-01,0,0.21679174659310618
DRV00045,2024-08-01,0,0.15378019794822267
DRV00045,2024-09-01,0,0.18703380738310382
DRV00047,2024-04-01,0,0.23938763700238075
DRV00047,2024-05-01,0,0.27546391327007924
DRV00047,2024-06-01,0,0.27858521804203384
DRV00047,2024-07-01,0,0.19297983387999618
DRV00047,2024-08-01,0,0.22506610045398728
DRV00047,2024-09-01,0,0.1398406878894849
DRV00049,2024-04-01,0,0.33379704448002134
DRV00049,2024-05-01,0,0.14478010460221485
DRV00049,2024-06-01,0,0.25791249245215137
DRV00049,2024-07-01,0,0.22671463173721149
DRV00049,2024-08-01,0,0.16297830856060327
DRV00049,2024-09-01,0,0.1944737173053906
DRV00050,2024-04-01,0,0.20985747367416685
DRV00050,2024-05-01,0,0.2896728145603321
DRV00050,2024-06-01,0,0.26763739363748323
DRV00050,2024-07-01,0,0.26615973244143476
DRV00050,2024-08-01,0,0.26771162704527923
DRV00050,2024-09-01,0,0.23913660458240338
DRV00051,2024-04-01,0,0.49372138443924285
DRV00051,2024-05-01,0,0.3734401637114906
DRV00051,2024-06-01,1,0.4636863989623593
DRV00051,2024-07-01,1,0.29625285214349034
DRV00051,2024-08-01,1,0.8612155429968542
DRV00051,2024-09-01,0,0.5315514408707205
DRV00053,2024-04-01,0,0.25188634564127355
DRV00053,2024-05-01,0,0.23699244262953767
DRV00053,2024-06-01,0,0.2732983566126804
DRV00053,2024-07-01,0,0.30099798866412
DRV00053,2024-08-01,0,0.22763704517689753
DRV00053,2024-09-01,0,0.2267843048950147
DRV00054,2024-04-01,0,0.1756438163772119
DRV00054,2024-05-01,0,0.20980228957874827
DRV00054,2024-06-01,0,0.21160780873669477
DRV00054,2024-07-01,0,0.1860129035189887
DRV00054,2024-08-01,0,0.2598602383811249
DRV00054,2024-09-01,0,0.3587555662542251
DRV00055,2024-04-01,0,0.16062282693085703
DRV00055,2024-05-01,0,0.16054332105044153
DRV00055,2024-06-01,0,0.2600542661584546
DRV00055,2024-07-01,0,0.1736892799438221
DRV00055,2024-08-01,0,0.22179459086251138
DRV00055,2024-09-01,0,0.21468559683428093
DRV00056,2024-04-01,0,0.453616439559977
DRV00056,2024-05-01,0,0.3913440493933287
DRV00056,2024-06-01,0,0.24880748122461482
DRV00056,2024-07-01,0,0.3330268382797934
DRV00056,2024-08-01,0,0.19372015374854754
DRV00056,2024-09-01,0,0.18720925721452664
DRV00057,2024-04-01,0,0.19323834749983684
DRV00057,2024-05-01,0,0.1816842949435799
DRV00057,2024-06-01,0,0.20930988727839314
DRV00057,2024-07-01,0,0.17578430151930044
DRV00057,2024-08-01,0,0.25265364575504917
DRV00057,2024-09-01,0,0.2054663135830926
DRV00058,2024-04-01,0,0.32843326405367373
DRV00058,2024-05-01,1,0.4203964661350669
DRV00058,2024-06-01,1,0.3341267736072172
DRV00058,2024-07-01,1,0.8093473509856574
DRV00058,2024-08-01,0,0.5941489266884155
DRV00058,2024-09-01,0,0.5651850123288842
DRV00059,2024-04-01,0,0.2271435999270401
DRV00059,2024-05-01,0,0.2207408597595532
DRV00059,2024-06-01,0,0.3287298299599706
DRV00059,2024-07-01,0,0.24196428304153209
DRV00059,2024-08-01,0,0.23022399028580745
DRV00059,2024-09-01,0,0.20559783986371047
DRV00060,2024-04-01,0,0.5261882103246025
DRV00060,2024-05-01,0,0.4198045183549993
DRV00060,2024-06-01,1,0.2681651244182167
DRV00060,2024-07-01,1,0.3496631491027102
DRV00060,2024-08-01,1,0.8201293941729687
DRV00060,2024-09-01,0,0.5614034421619557
DRV00061,2024-04-01,0,0.3139567169674745
DRV00061,2024-05-01,0,0.2481045100937634
DRV00061,2024-06-01,0,0.19832980207964446
DRV00061,2024-07-01,0,0.244199200054356
DRV00061,2024-08-01,0,0.2308425233373294
DRV00061,2024-09-01,0,0.2505288188898376
DRV00062,2024-04-01,0,0.37147398525038056
DRV00062,2024-05-01,0,0.20756313285046107
DRV00062,2024-06-01,0,0.254931969711744
DRV00062,2024-07-01,0,0.14218573994294673
DRV00062,2024-08-01,0,0.2825644214158927
DRV00062,2024-09-01,0,0.2328355239969448
DRV00063,2024-04-01,0,0.16924946165227944
DRV00063,2024-05-01,0,0.32881263868902005
DRV00063,2024-06-01,0,0.24498119626437304
DRV00063,2024-07-01,0,0.16799537777438733
DRV00063,2024-08-01,0,0.20867815252681585
DRV00063,2024-09-01,0,0.14543899196187055
DRV00064,2024-04-01,0,0.2986542377691362
DRV00064,2024-05-01,0,0.26635105053200864
DRV00064,2024-06-01,0,0.18736489378151194
DRV00064,2024-07-01,0,0.18244677275678073
DRV00064,2024-08-01,0,0.18366395886741263
DRV00064,2024-09-01,0,0.21992327048900298
DRV00065,2024-04-01,0,0.19550406593726938
DRV00065,2024-05-01,0,0.1417723650508447
DRV00065,2024-06-01,0,0.16821314065452692
DRV00065,2024-07-01,0,0.1984815155103134
DRV00065,2024-08-01,0,0.15197357865669023
DRV00065,2024-09-01,0,0.14230798205981854
DRV00066,2024-04-01,0,0.19049058224317184
DRV00066,2024-05-01,0,0.2402049232394072
DRV00066,2024-06-01,1,0.18643782455377925
DRV00066,2024-07-01,1,0.15314371170180377
DRV00066,2024-08-01,1,0.8945600752647603
DRV00066,2024-09-01,0,0.6325994554091001
DRV00069,2024-04-01,0,0.2334043524395076
DRV00069,2024-05-01,0,0.2886947254383262
DRV00069,2024-06-01,0,0.26275697991440017
DRV00069,2024-07-01,0,0.19988204630197917
DRV00069,2024-08-01,0,0.17309721843555814
DRV00069,2024-09-01,0,0.14505744524334394
DRV00070,2024-04-01,1,0.8638339424839783
DRV00070,2024-05-01,0,0.741168295993401
DRV00070,2024-06-01,0,0.6428488924414025
DRV00070,2024-07-01,0,0.46811244541055674
DRV00070,2024-08-01,0,0.21101819877140324
DRV00070,2024-09-01,0,0.23985231864833798
DRV00071,2024-04-01,0,0.12200291159928141
DRV00071,2024-05-01,0,0.12067151780298309
DRV00071,2024-06-01,0,0.13927771418351723
DRV00071,2024-07-01,0,0.2437135400582858
DRV00071,2024-08-01,0,0.20148677452396316
DRV00071,2024-09-01,0,0.1868965191167983
DRV00074,2024-04-01,1,0.14494257855202064
DRV00074,2024-05-01,1,0.8354397058343689
DRV00074,2024-06-01,0,0.5529862523170246
DRV00074,2024-07-01,0,0.4543725501895733
DRV00074,2024-08-01,0,0.3692301840231606
DRV00074,2024-09-01,0,0.252389250925718
DRV00075,2024-04-01,0,0.14565910024889434
DRV00075,2024-05-01,0,0.23061992495864783
DRV00075,2024-06-01,0,0.23742281940694712
DRV00075,2024-07-01,0,0.13981210334853003
DRV00075,2024-08-01,0,0.2054002163962591
DRV00075,2024-09-01,0,0.3419479570583756
DRV00077,2024-04-01,0,0.19981637765347932
DRV00077,2024-05-01,0,0.15866676851613612
DRV00077,2024-06-01,0,0.17569309070920588
DRV00077,2024-07-01,0,0.23566480808826343
DRV00077,2024-08-01,0,0.17369702829951578
DRV00077,2024-09-01,0,0.13528734859599362
DRV00078,2024-04-01,0,0.2088909393413184
DRV00078,2024-05-01,0,0.3495429712362988
DRV00078,2024-06-01,0,0.30477546706804637
DRV00078,2024-07-01,0,0.2238881482810527
DRV00078,2024-08-01,0,0.3358385142235993
DRV00078,2024-09-01,0,0.22067153576441767
DRV00079,2024-04-01,0,0.1291984126362956
DRV00079,2024-05-01,0,0.13082905466380215
DRV00079,2024-06-01,0,0.16029639659514786
DRV00079,2024-07-01,0,0.16991709335736727
DRV00079,2024-08-01,0,0.17193387333653384
DRV00079,2024-09-01,0,0.1561640387975949
DRV00080,2024-04-01,0,0.2006059466251505
DRV00080,2024-05-01,0,0.25655780423742497
DRV00080,2024-06-01,0,0.15470233574968023
DRV00080,2024-07-01,0,0.18490679415439668
DRV00080,2024-08-01,0,0.223934724969759
DRV00080,2024-09-01,0,0.2899103373492728
DRV00081,2024-04-01,0,0.2307953453111684
DRV00081,2024-05-01,0,0.17693119622611453
DRV00081,2024-06-01,0,0.11967474618785326
DRV00081,2024-07-01,0,0.18693914480864446
DRV00081,2024-08-01,0,0.10921865861973784
DRV00081,2024-09-01,0,0.1444203216122441
DRV00082,2024-04-01,0,0.2760789580828054
DRV00082,2024-05-01,0,0.38215780822826906
DRV00082,2024-06-01,0,0.23030904012155262
DRV00082,2024-07-01,0,0.2142983190796018
DRV00082,2024-08-01,0,0.24450575345419237
DRV00082,2024-09-01,0,0.38932917218851715
DRV00083,2024-04-01,0,0.19830191020551693
DRV00083,2024-05-01,0,0.18539867709726274
DRV00083,2024-06-01,0,0.2696034314500379
DRV00083,2024-07-01,0,0.1623815433360928
DRV00083,2024-08-01,0,0.17430488438350858
DRV00083,2024-09-01,0,0.2387716603848426
DRV00084,2024-04-01,0,0.3177993404099273
DRV00084,2024-05-01,0,0.160747079129576
DRV00084,2024-06-01,0,0.26255835075740364
DRV00084,2024-07-01,0,0.24598397811769981
DRV00084,2024-08-01,0,0.13193229797783212
DRV00084,2024-09-01,0,0.2642577467575943
DRV00085,2024-04-01,0,0.23560567066736415
DRV00085,2024-05-01,0,0.2031661288173049
DRV00085,2024-06-01,0,0.16333832837419993
DRV00085,2024-07-01,0,0.13648010321165538
DRV00085,2024-08-01,0,0.19297341738103513
DRV00085,2024-09-01,0,0.21629340875127645
DRV00087,2024-04-01,0,0.1810616314659611
DRV00087,2024-05-01,0,0.1867116652058761
DRV00087,2024-06-01,0,0.1480670801397023
DRV00087,2024-07-01,0,0.23016006788949037
DRV00087,2024-08-01,0,0.20843549867471128
DRV00087,2024-09-01,0,0.15877433486797277
DRV00088,2024-04-01,1,0.22606351811596323
DRV00088,2024-05-01,1,0.32018642780645024
DRV00088,2024-06-01,1,0.8365491638767897
DRV00088,2024-07-01,0,0.6240996199498675
DRV00088,2024-08-01,0,0.5347410167163542
DRV00088,2024-09-01,0,0.3476861206977981
DRV00089,2024-04-01,1,0.2402927593750156
DRV00089,2024-05-01,1,0.2458008594850955
DRV00089,2024-06-01,1,0.8486570092361555
DRV00089,2024-07-01,0,0.546212428171373
DRV00089,2024-08-01,0,0.551532058734239
DRV00089,2024-09-01,0,0.19027272998706465
DRV00090,2024-04-01,0,0.2382800265027105
DRV00090,2024-05-01,1,0.20796304489461598
DRV00090,2024-06-01,1,0.19131213040271286
DRV00090,2024-07-01,1,0.8377129513865714
DRV00090,2024-08-01,0,0.5449828722156298
DRV00090,2024-09-01,0,0.5060940970212319
DRV00091,2024-04-01,0,0.2134502343967991
DRV00091,2024-05-01,0,0.25352123219422523
DRV00091,2024-06-01,0,0.24312486692472457
DRV00091,2024-07-01,0,0.26140386787836345
DRV00091,2024-08-01,0,0.17926681592930094
DRV00091,2024-09-01,0,0.2120985260806679
DRV00092,2024-04-01,0,0.18968364015569067
DRV00092,2024-05-01,0,0.2330748630153712
DRV00092,2024-06-01,0,0.2664402236622691
DRV00092,2024-07-01,0,0.26000485306993787
DRV00092,2024-08-01,0,0.26813551962284843
DRV00092,2024-09-01,0,0.1492664291277422
DRV00094,2024-04-01,1,0.24366679354697549
DRV00094,2024-05-01,1,0.8866712310840948
DRV00094,2024-06-01,0,0.5999521015247381
DRV00094,2024-07-01,0,0.5328510160847867
DRV00094,2024-08-01,0,0.22314410737145302
DRV00094,2024-09-01,0,0.18957658387614817
DRV00095,2024-04-01,0,0.2360962578155068
DRV00095,2024-05-01,0,0.23550456969239378
DRV00095,2024-06-01,0,0.20203346629792396
DRV00095,2024-07-01,0,0.17463179203151488
DRV00095,2024-08-01,1,0.2276148995520227
DRV00095,2024-09-01,1,0.24323657783610325
DRV00097,2024-04-01,0,0.28245164761598424
DRV00097,2024-05-01,0,0.39946559357291656
DRV00097,2024-06-01,0,0.25201998619892607
DRV00097,2024-07-01,0,0.2627647276960412
DRV00097,2024-08-01,0,0.17636016250908912
DRV00097,2024-09-01,0,0.29843295240358036
DRV00098,2024-04-01,0,0.6365014370262906
DRV00098,2024-05-01,0,0.46763758326373894
DRV00098,2024-06-01,0,0.38990065748127556
DRV00098,2024-07-01,0,0.2453576451403509
DRV00098,2024-08-01,1,0.2728014980629702
DRV00098,2024-09-01,1,0.17546888917817166
DRV00099,2024-04-01,0,0.5769664443915532
DRV00099,2024-05-01,0,0.45481729482457334
DRV00099,2024-06-01,0,0.33982828067541726
DRV00099,2024-07-01,0,0.26824061893274875
DRV00099,2024-08-01,0,0.2759062826959054
DRV00099,2024-09-01,0,0.24375932359915486
DRV00100,2024-04-01,0,0.24433718675540722
DRV00100,2024-05-01,1,0.21095898237653257
DRV00100,2024-06-01,1,0.2638100658016546
DRV00100,2024-07-01,1,0.8522145221523844
DRV00100,2024-08-01,0,0.5963956671862847
DRV00100,2024-09-01,0,0.5600797483002197
DRV00101,2024-04-01,1,0.16326107756348615
DRV00101,2024-05-01,1,0.16340559347315808
DRV00101,2024-06-01,1,0.8645986935935995
DRV00101,2024-07-01,0,0.5572561968973185
DRV00101,2024-08-01,0,0.5058844368808829
DRV00101,2024-09-01,0,0.31364476456038887
DRV00102,2024-04-01,0,0.12948125422664425
DRV00102,2024-05-01,0,0.17790259722503932
DRV00102,2024-06-01,0,0.21883668323278793
DRV00102,2024-07-01,0,0.1885731084228016
DRV00102,2024-08-01,0,0.2001139503757146
DRV00102,2024-09-01,1,0.20757550909317327
DRV00103,2024-04-01,0,0.2086295435780436
DRV00103,2024-05-01,0,0.203375930195957
DRV00103,2024-06-01,0,0.24553812438315553
DRV00103,2024-07-01,0,0.24608411347634893
DRV00103,2024-08-01,0,0.19831012529260034
DRV00103,2024-09-01,0,0.16045084735507215
DRV00104,2024-04-01,0,0.40310161587211835
DRV00104,2024-05-01,0,0.3811077597177758
DRV00104,2024-06-01,0,0.31476018931981187
DRV00104,2024-07-01,0,0.20572836805718953
DRV00104,2024-08-01,0,0.21121413987910095
DRV00104,2024-09-01,0,0.19861845105358789
DRV00105,2024-04-01,1,0.8021956752949795
DRV00105,2024-05-01,0,0.5699988367651689
DRV00105,2024-06-01,0,0.5184654281552182
DRV00105,2024-07-01,0,0.2631063123495755
DRV00105,2024-08-01,0,0.3542799956979905
DRV00105,2024-09-01,0,0.26985055403273844
DRV00107,2024-04-01,0,0.14124390506111054
DRV00107,2024-05-01,0,0.20722606570792687
DRV00107,2024-06-01,0,0.1346537234784664
DRV00107,2024-07-01,0,0.16315263688040474
DRV00107,2024-08-01,0,0.1512887939181647
DRV00107,2024-09-01,0,0.1860512078819503
DRV00108,2024-04-01,0,0.23521434306620628
DRV00108,2024-05-01,0,0.18859314753735096
DRV00108,2024-06-01,0,0.15190301179282262
DRV00108,2024-07-01,0,0.2787588925983337
DRV00108,2024-08-01,0,0.19260669725820387
DRV00108,2024-09-01,0,0.2028119318017381
DRV00109,2024-04-01,0,0.13840648664996727
DRV00109,2024-05-01,0,0.18994742988131436
DRV00109,2024-06-01,0,0.19221580219668305
DRV00109,2024-07-01,0,0.1391556764638497
DRV00109,2024-08-01,0,0.1963075668562924
DRV00109,2024-09-01,0,0.1550690574080749
DRV00110,2024-04-01,0,0.2612971285874959
DRV00110,2024-05-01,0,0.1502250221714357
DRV00110,2024-06-01,0,0.1728079916970123
DRV00110,2024-07-01,0,0.22936488312502445
DRV00110,2024-08-01,0,0.17565924252004925
DRV00110,2024-09-01,0,0.1590792559991974
DRV00111,2024-04-01,0,0.15968797724358744
DRV00111,2024-05-01,0,0.17554617736535885
DRV00111,2024-06-01,0,0.22158903684324635
DRV00111,2024-07-01,0,0.14023453645033082
DRV00111,2024-08-01,0,0.1694823866875703
DRV00111,2024-09-01,0,0.19426093315361695
DRV00112,2024-04-01,0,0.29890541774341167
DRV00112,2024-05-01,0,0.1531496941376013
DRV00112,2024-06-01,0,0.22729769887376755
DRV00112,2024-07-01,0,0.14083900491230342
DRV00112,2024-08-01,0,0.1907466663693052
DRV00112,2024-09-01,0,0.18171287519210583
DRV00113,2024-04-01,0,0.3536717953419561
DRV00113,2024-05-01,0,0.3790927153828447
DRV00113,2024-06-01,0,0.28581299261552345
DRV00113,2024-07-01,0,0.3702297751387762
DRV00113,2024-08-01,0,0.2927202023360941
DRV00113,2024-09-01,0,0.15382232988948363
DRV00114,2024-04-01,0,0.16808208304794853
DRV00114,2024-05-01,0,0.18208531279438372
DRV00114,2024-06-01,0,0.15148546247020603
DRV00114,2024-07-01,0,0.35015625293387126
DRV00114,2024-08-01,0,0.16484642124617283
DRV00114,2024-09-01,0,0.22790634661279516
DRV00117,2024-04-01,0,0.20783665679466584
DRV00117,2024-05-01,0,0.1588669535659883
DRV00117,2024-06-01,0,0.15619447095675293
DRV00117,2024-07-01,0,0.21474284638033453
DRV00117,2024-08-01,0,0.3440334908792937
DRV00117,2024-09-01,0,0.21203818119011184
DRV00118,2024-04-01,0,0.2320175114295533
DRV00118,2024-05-01,0,0.223912739594533
DRV00118,2024-06-01,0,0.1591078425426306
DRV00118,2024-07-01,1,0.21793874598914195
DRV00118,2024-08-01,1,0.12505644097558008
DRV00118,2024-09-01,1,0.8123136192284632
DRV00119,2024-04-01,1,0.2102948083256948
